event_time,order_id,product_id,price,user_id
2020-05-01 13:12:47 UTC,2299474701870694505,2273948237578633993,13.87,1.515915625453246e+18
2020-05-02 18:31:05 UTC,2300359687549223102,1515966223509300697,5.53,1.5159156254426432e+18
2020-05-04 20:48:05 UTC,2301878188931809624,1515966223509118533,32.38,1.5159156254549238e+18
2020-05-06 03:37:50 UTC,2302809197953155993,2273948237578633992,18.5,1.5159156254551122e+18
2020-05-06 16:38:55 UTC,2303202329186271993,2273948237578633997,18.5,1.5159156254481405e+18
2020-05-07 04:40:51 UTC,2303565692428878621,1515966223509300697,5.53,1.5159156254453676e+18
2020-05-07 05:53:26 UTC,2303602226469273861,1515966223509257989,20.81,1.5159156254561075e+18
2020-05-07 07:01:55 UTC,2303636696517837609,2273948237578633996,16.18,1.5159156254561313e+18
2020-05-09 09:21:28 UTC,2305156486222840481,1515966223509118533,32.38,1.5159156254549238e+18
2020-05-12 06:02:26 UTC,2307230635393024431,2273948237578633994,23.13,1.515915625455347e+18
2020-05-13 14:54:50 UTC,2308223372682592679,1515966223509266624,23.13,1.5159156254563013e+18
2020-05-13 15:52:48 UTC,2308252548890362617,1515966223509257989,20.81,1.515915625442753e+18
2020-05-16 05:54:06 UTC,2310125545406333830,2273948237578633996,16.18,1.515915625449252e+18
2020-05-17 08:31:12 UTC,2310929394077532475,2273948237578633996,16.18,1.5159156254486607e+18
2020-05-17 21:53:35 UTC,2311333242713670412,2273948237578633994,23.13,1.5159156254505234e+18
2020-05-25 16:26:31 UTC,2316966832751248319,1515966223509255546,11.55,1.5159156254476436e+18
2020-06-06 07:39:06 UTC,2325398685711598219,1515966223510206790,19.88,1.5159156254979118e+18
2020-06-09 05:20:02 UTC,2327503013662425757,2273948237578633997,18.5,1.515915625462322e+18
2020-06-10 14:58:38 UTC,2328519012259988190,2273948237578633996,16.18,1.5159156254660132e+18
2020-06-12 13:48:01 UTC,2329933018682097669,2273948237578633996,16.18,1.515915625458538e+18
2020-06-14 05:33:42 UTC,2331133771815846327,2273948237578633996,16.18,1.515915625458538e+18
2020-06-14 10:02:33 UTC,2331269084919890694,2273948237578633996,16.18,1.515915625462322e+18
2020-06-16 05:23:15 UTC,2332578067337183824,1515966223509722906,8.08,1.5159156254742392e+18
2020-06-17 05:44:26 UTC,2333313502162191248,2273948237578633996,16.18,1.515915625465852e+18
2020-06-17 08:25:40 UTC,2333394656668156782,2273948237578633996,16.18,1.515915625443611e+18
2020-06-20 10:00:27 UTC,2335616689229529724,2273948237578633997,18.5,1.51591562547632e+18
1970-01-01 00:33:40 UTC,2340102895472476319,1515966223509300697,5.53,1.515915625479406e+18
2020-06-27 04:11:27 UTC,2340514461980295601,1515966223509255546,11.55,1.5159156254796088e+18
2020-07-01 05:48:40 UTC,2343462493415801014,1515966223510206790,19.88,1.5159156254646659e+18
2020-07-02 08:11:08 UTC,2344258973475013317,2273948237578633997,18.5,1.515915625462322e+18
2020-07-02 18:41:27 UTC,2344576220160589876,2273948237578633996,16.18,1.515915625462322e+18
2020-07-08 04:51:51 UTC,2348507328615022902,2273948237578633992,18.5,1.5159156254413665e+18
2020-01-05 09:32:42 UTC,2348710110286577864,1515966223509255546,11.55,1.515915625484572e+18
2020-01-10 13:08:50 UTC,2348769105512759415,1515966223509300697,5.53,1.5159156254411346e+18
2020-01-25 10:18:33 UTC,2348780361598632454,1515966223509089729,13.87,1.51591562548463e+18
2020-01-29 11:18:36 UTC,2348781844100547051,1515966223509257989,20.81,1.5159156254846326e+18
2020-01-26 14:36:17 UTC,2348782270854202134,2273948237578633993,13.87,1.5159156254409452e+18
2020-02-02 08:39:53 UTC,2348785691502051384,1515966223509118533,32.38,1.5159156254846364e+18
2020-02-04 12:35:44 UTC,2348786682456703911,1515966223509089729,13.87,1.5159156254846374e+18
2020-02-07 07:28:03 UTC,2348787486546722931,1515966223509255546,11.55,1.5159156254516147e+18
2020-02-07 10:40:20 UTC,2348788540273329106,1515966223509257989,20.81,1.5159156254668733e+18
2020-02-07 05:27:41 UTC,2348789009272013241,2273948237578633996,16.18,1.5159156254846167e+18
2020-02-12 12:35:13 UTC,2348792753711743288,1515966223509118533,32.38,1.5159156254846438e+18
2020-02-15 09:39:09 UTC,2348796313224610054,2273948241965876112,6.69,1.5159156254808087e+18
2020-02-20 07:34:35 UTC,2348798962355405451,1515966223510206790,19.88,1.5159156254845645e+18
2020-02-23 12:25:48 UTC,2348801851417165970,2273948237578633996,16.18,1.5159156254846525e+18
2020-02-25 08:02:09 UTC,2348802820603379908,1515966223509089729,13.87,1.5159156254846374e+18
