event_time,order_id,product_id,price,user_id
2020-07-08 13:11:51 UTC,2348758982895600011,1515966223520256008,202.29,1.5159156254420316e+18
2020-06-16 07:41:01 UTC,2353266047496224923,1515966223520350418,98.82,1.515915625486717e+18
2020-07-09 07:29:22 UTC,2353292146863244280,1515966223520350418,98.82,1.5159156254867328e+18
2020-07-21 06:37:21 UTC,2357982506206102201,1515966223520350418,98.82,1.5159156254936957e+18
2020-07-21 09:21:30 UTC,2358065127233684168,1515966223520350418,98.82,1.5159156254536745e+18
2020-07-22 08:43:00 UTC,2358770523728511920,1515966223520350418,98.82,1.5159156254936957e+18
2020-07-22 08:54:52 UTC,2358776497155604613,1515966223520350418,98.82,1.5159156254936957e+18
2020-07-22 09:13:25 UTC,2358785835228201410,1515966223520350418,98.82,1.5159156254936957e+18
2020-07-22 12:07:29 UTC,2358873443761390141,1515966223520350418,98.82,1.5159156254936957e+18
2020-07-27 04:55:42 UTC,2362280001115521784,1515966223520350418,98.82,1.5159156254936957e+18
2020-07-27 14:05:51 UTC,2362556904451867363,1515966223520350418,98.82,1.5159156254449198e+18
2020-07-28 10:58:27 UTC,2363187355965194444,1515966223520350418,98.82,1.5159156254931912e+18
2020-08-07 08:20:51 UTC,2370355793301078052,1515966223520350418,98.82,1.5159156254420065e+18
2020-08-10 05:35:12 UTC,2372446744936972687,1515966223520516117,254.61,1.5159156254978056e+18
2020-08-10 11:44:57 UTC,2372632845425311952,1515966223520294983,231.46,1.5159156254437373e+18
2020-08-14 13:01:09 UTC,2375570301569204551,1515966223520346854,173.59,1.5159156254762867e+18
2020-08-14 10:48:33 UTC,2375882056333787560,1515966223520350418,98.82,1.5159156254981514e+18
2020-08-16 07:31:46 UTC,2376854070112551192,1515966223520516117,254.61,1.5159156254499034e+18
2020-08-17 06:20:04 UTC,2378058859886412571,1515966223520294983,231.46,1.5159156254861527e+18
2020-08-20 05:47:09 UTC,2379700512787268249,1515966223520516117,254.61,1.5159156254802276e+18
2020-08-26 06:30:46 UTC,2384071126151069826,1515966223520256008,202.29,1.5159156255137231e+18
2020-08-28 05:03:49 UTC,2386030338078933007,1515966223520256008,202.29,1.5159156254982482e+18
2020-09-02 10:17:13 UTC,2388440981134388932,1515966223520350418,98.82,1.515915625454638e+18
2020-09-05 00:38:36 UTC,2388440981134406519,1515966223520350418,98.82,1.5159156254658015e+18
2020-09-10 18:02:56 UTC,2388440981134444193,1515966223520294983,231.46,1.515915625471876e+18
2020-09-11 10:50:38 UTC,2388440981134456289,1515966223520256008,202.29,1.5159156254598175e+18
2020-09-18 19:55:42 UTC,2388440981134497208,1515966223520294983,231.46,1.5159156255066345e+18
2020-09-23 06:08:49 UTC,2388440981134526976,1515966223520350418,98.82,1.5159156255117082e+18
2020-09-24 07:14:17 UTC,2388440981134533690,1515966223520350418,98.82,1.5159156255117504e+18
2020-09-28 05:36:00 UTC,2388440981134552590,1515966223520294983,231.46,1.515915625469854e+18
2020-09-29 06:15:37 UTC,2388440981134553247,1515966223520350418,98.82,1.5159156255117082e+18
2020-09-29 07:30:46 UTC,2388440981134553316,1515966223520350418,98.82,1.5159156255117082e+18
2020-09-30 05:43:05 UTC,2388440981134560565,1515966223520350418,98.82,1.5159156255117082e+18
2020-10-01 16:48:06 UTC,2388440981134576793,1515966223520350418,98.82,1.5159156254982984e+18
2020-10-12 07:38:19 UTC,2388440981134605538,1515966223520350418,98.82,1.5159156255123858e+18
2020-10-17 07:00:11 UTC,2388440981134617447,1515966223520294983,231.46,1.515915625512764e+18
2020-10-18 07:06:40 UTC,2388440981134620600,1515966223520350418,98.82,1.5159156255128177e+18
2020-10-21 18:56:36 UTC,2388440981134625978,1515966223520294983,231.46,1.5159156254982787e+18
2020-10-21 19:03:44 UTC,2388440981134625982,1515966223520294983,231.46,1.5159156254982787e+18
2020-10-21 19:13:55 UTC,2388440981134625985,1515966223520294983,231.46,1.5159156254982787e+18
2020-10-22 04:13:47 UTC,2388440981134626228,1515966223520256008,202.29,1.5159156254444324e+18
